0.008198616	0.6346802	1.7938697	7.8868
0.008311689	0.46702883	1.954336	7.510782
0.008363929	-0.18441652	1.8729054	7.7383084
0.068556799	-0.60594	1.7890797	8.131092
0.068672737	-0.32093263	1.8106349	8.576566
0.068735758	0.42152345	2.0621119	8.229287
0.12926493	0.62749517	2.215393	7.4892263
0.129424774	0.086220704	2.2201831	7.8652444
0.129494358	-0.35925296	2.299219	8.849598
0.189126707	-0.24189699	2.5962012	9.836346
0.18925728	0.7711963	2.7327175	10.423125
0.189310145	1.8154249	2.929109	10.593172
0.250593849	2.074087	3.0608351	10.5764065
0.250846505	1.5567628	2.9219239	9.884246
0.25100937	1.0729688	2.8644435	9.613608
0.312739793	0.94603276	2.9051588	10.389595
0.313117657	1.0514137	2.6704469	10.782378
0.313312136	1.1831397	2.3016138	10.801538
0.372252142	1.0801538	1.590293	10.535691
0.372504903	0.60594	1.1400293	10.717712
0.372683809	0.613125	0.8765772	11.783497
0.432680117	0.57001466	0.9963282	12.86365
0.43292569	0.33290774	1.3148658	11.884088
0.433092773	0.05508545	1.5328126	9.496253
0.493101373	0.07424561	1.6645386	7.5035963
0.493691998	-0.040715333	1.6429834	6.7850904
0.495594967	0.27303225	1.1160791	8.356223
0.553488619	0.7783814	0.852627	10.870995
0.5537244	1.0274634	0.9053174	12.080479
0.55389091	0.51492923	1.1759547	10.693763
0.614860031	0.0023950196	1.5016773	8.751402
0.615104979	0.019160157	1.7004639	7.151529
0.615270812	-0.05269043	1.8896705	6.5551686
