0.052806491	0.29937744	3.755391	6.346802
0.053098991	-0.09580079	3.6212697	7.074888
0.053454459	-0.100590825	3.6068995	7.697593
0.11315483	0.52690434	3.803291	8.013736
0.113404778	1.0226734	3.9733377	8.4376545
0.113636549	1.0346485	4.102669	8.916658
0.172727596	0.87418216	4.358936	9.0891
0.174945201	0.9627979	4.5792775	8.878338
0.175139628	1.3004956	4.591253	9.108259
0.235081092	1.3915064	4.3134303	9.769285
0.235759373	1.3603711	4.009263	10.159674
0.235936769	1.0873389	3.8895118	11.079361
0.294854483	0.50774413	4.0427933	12.104429
0.29508964	0.18681154	4.1625443	11.958333
0.295274327	0.42152345	4.157754	9.843531
0.3572135	1.0346485	3.7362306	7.9394903
0.357524229	1.7411792	3.1374757	9.417217
0.357700531	1.7938697	3.0249097	12.657679
0.416806787	1.0035132	3.1566358	13.380975
0.417056058	0.45744875	2.9913795	11.2374325
0.417222985	0.3784131	2.8141482	10.152488
0.476877262	0.76401126	2.811753	9.7740755
0.477130699	1.5567628	2.7566676	8.449629
0.477293981	1.5088624	2.9171338	8.195757
