0.014008908	0.3784131	2.4620802	8.684341
0.014258908	0.2706372	2.5890162	7.311995
0.014422866	-0.23710695	2.7782228	6.7731156
0.07350256	-0.4023633	2.943479	6.4330225
0.073861466	-0.045505375	3.0656252	5.9180937
0.074030945	0.30416748	3.2236965	5.362449
0.133967722	0.76401126	3.290757	5.637876
0.135952097	0.8334668	3.3242872	6.7803006
0.136147097	0.2921924	3.2739918	7.2640944
0.195553978	0.08861572	3.319497	7.1491337
0.195795384	0.5963599	3.776946	8.052056
0.195957728	1.0729688	4.263135	9.699829
0.255629765	1.1304493	4.4499464	10.875784
0.255865651	1.6118482	4.3709106	9.627979
0.256029297	2.1124072	4.485872	8.303533
0.315797063	1.7148341	4.8451247	9.517808
0.316112844	0.8262818	5.237908	10.894944
0.316672428	0.61073	5.388794	9.841136
0.377140871	1.0633887	4.629573	8.847202
0.377381184	1.2885206	3.8751419	11.081756
0.377546236	1.84177	3.65959	14.207256
0.438151294	2.299219	3.6236646	14.360538
0.43845494	1.8944606	3.5254688	10.262659
0.43862645	1.3148658	3.3650026	8.339458
0.498144998	1.1304493	3.1566358	9.09868
0.498401925	1.0035132	3.1159205	8.406519
0.49856781	1.223855	3.0895753	7.1251836
