0.030318787	-0.098195806	1.9064356	7.8412943
0.030572381	0.26584718	1.8058448	9.17053
0.030735714	0.4622388	1.84177	9.299861
0.091341814	0.47181886	1.8776954	8.964559
0.091720772	0.55324954	2.0190015	8.727451
0.091905824	0.47900394	2.2896388	8.717872
0.151979372	-0.050295413	2.5243506	8.789722
0.152288382	-0.5676197	2.5985963	8.746612
0.152478903	-0.48379397	2.6249416	8.202942
0.21247042	0.011975098	2.926714	8.638836
0.21270969	0.35925296	3.056045	9.041199
0.212888545	0.5364844	2.9530592	8.883128
0.273083446	0.49097902	2.7614577	10.27224
0.273320842	0.102985844	2.3878345	12.022999
0.273485582	-0.62031007	1.9902613	12.607384
0.33355913	-0.6490503	1.8705103	11.965518
0.333863244	-0.0071850587	1.9902613	9.584868
0.334077671	0.58198977	1.8992506	7.699988
0.393568458	0.88376224	1.1591895	10.236314
0.393851531	0.7831714	0.56522465	14.743741
0.394038823	0.07664063	0.44547364	15.431111
0.455619715	-0.4406836	0.44307864	11.936778
0.455859611	-0.100590825	0.33530274	9.261541
0.45624409	0.2778223	0.364043	9.707015
0.513750189	0.07903565	0.4047583	11.033855
0.515090918	-0.4406836	0.4981641	10.97877
0.515397794	-0.55324954	0.62031007	9.874666
0.575104674	-0.16286133	0.7927515	8.277188
0.575322539	-0.08861572	1.0825489	7.32397
0.575462904	-0.5412744	1.3962965	7.7526784
0.636252128	-0.5963599	1.5208374	8.190968
0.636498639	0.1341211	1.6166383	7.94428
0.636660722	0.98435307	1.8968556	7.1443434
