0.053962413	-1.2981006	8.025711	1.0753639
0.054201215	-1.2549903	8.408914	0.6394702
0.054365694	-1.2597803	9.057964	0.57001466
0.114061638	-1.1567944	9.326206	1.4849122
0.114303513	-0.8047266	9.644744	2.1363575
0.114483461	-0.14849122	10.207574	1.6693287
0.174804456	-0.16525635	10.796748	1.2406201
0.17512654	-0.5484595	11.122471	1.3028907
0.175304456	-0.7041358	11.079361	1.4992822
0.236073421	-0.97237796	11.067386	1.7627344
0.236323629	-0.45744875	11.488909	1.9687061
0.236488317	0.5963599	11.778707	2.0573218
0.296053114	0.89573735	11.845767	1.5639478
0.296403062	0.06706055	11.975099	1.4106666
0.29657426	-0.59156984	11.637401	1.7315992
0.356804735	-0.08861572	10.605147	1.8633252
0.357154995	0.031135255	9.934542	2.411785
0.357356454	-0.62510014	9.877061	2.6488917
0.417181095	-1.1520045	9.616004	2.0022364
0.417428283	-1.5591577	9.364527	1.334026
0.417592501	-1.6046631	8.988508	0.728086
0.478463185	-1.1352394	8.617281	0.71371585
0.47877006	-0.2921924	8.207732	2.0190015
0.478937299	0.11256592	7.7862086	3.2644117
0.538589597	0.33530274	7.575447	3.0368848
0.538840586	1.1639795	7.3694754	1.7914747
0.539007045	1.3148658	7.213799	0.62989014
